1000	2	18	0
1001	6	7	1
1002	4	2	0
1003	1	3	0
1004	5	14	0
1005	2	5	1
1006	6	6	0
1007	4	19	0
1008	5	16	0
1009	4	20	0
1010	3	9	0
1011	2	18	0
1012	5	12	1
1013	5	16	0
1014	2	2	0
1015	2	7	1
1016	5	15	0
1017	3	14	0
1018	1	16	0
1019	2	9	1
1020	4	10	0
1021	3	8	0
1022	3	7	1
1023	3	6	0
1024	6	10	0
1025	5	18	0
1026	1	17	1
1027	6	2	0
1028	5	16	0
1029	6	6	0
1030	6	6	0
1031	6	9	0
1032	2	14	0
1033	2	10	0
1034	5	4	0
1035	1	19	0
1036	1	8	1
1037	4	14	0
1038	1	2	0
1039	1	4	0
1040	6	9	1
1041	5	16	0
1042	3	19	0
1043	2	17	1
1044	1	20	0
1045	6	5	0
1046	6	9	0
1047	5	19	0
1048	3	15	0
1049	6	13	0
1050	6	4	0
1051	5	17	0
1052	3	15	0
1053	4	20	0
1054	4	17	0
1055	2	15	1
1056	4	11	0
1057	2	3	1
1058	3	10	0
1059	1	14	1
1060	6	18	0
1061	3	17	1
1062	6	5	0
1063	2	12	0
1064	4	13	0
1065	6	7	0
1066	2	18	0
1067	3	19	1
1068	2	7	1
1069	3	16	0
1070	5	12	0
1071	6	3	0
1072	5	18	0
1073	2	18	0
1074	1	15	0
1075	6	13	1
1076	1	20	0
1077	6	17	0
1078	4	12	0
1079	6	19	1
1080	4	5	1
1081	3	13	0
1082	4	11	0
1083	1	15	1
1084	5	8	1
1085	4	20	1
1086	2	12	0
1087	3	5	0
1088	1	4	1
1089	5	13	0
1090	1	13	0
1091	6	13	0
1092	5	10	0
1093	6	3	0
1094	5	20	1
1095	1	8	0
1096	6	20	0
1097	4	13	0
1098	6	4	0
1099	5	3	0
1100	1	17	0
1101	5	5	0
1102	6	1	0
1103	4	16	1
1104	5	15	1
1105	2	5	0
1106	5	9	0
1107	4	14	0
1108	6	7	0
1109	3	17	0
1110	4	8	0
1111	4	7	0
1112	5	3	0
1113	5	7	0
1114	2	5	0
1115	4	11	0
1116	3	18	0
1117	3	12	0
1118	5	15	0
1119	4	19	0
1120	5	19	0
1121	6	15	1
1122	4	4	0
1123	6	20	0
1124	6	3	0
1125	3	4	0
1126	2	20	0
1127	4	17	1
1128	6	15	0
1129	6	2	0
1130	4	5	0
1131	5	12	0
1132	5	14	0
1133	2	16	1
1134	3	1	1
1135	6	15	1
1136	4	3	1
1137	2	1	1
1138	4	20	0
1139	6	13	0
1140	4	19	0
1141	5	11	0
1142	6	18	0
1143	4	8	0
1144	6	7	0
1145	4	1	0
1146	3	5	0
1147	6	5	0
1148	1	11	1
1149	1	16	0
1150	6	11	0
1151	6	2	1
1152	3	12	0
1153	5	8	0
1154	2	14	0
1155	5	17	1
1156	6	13	0
1157	1	8	0
1158	6	14	0
1159	6	13	0
1160	6	17	0
1161	5	13	1
1162	2	11	0
1163	2	6	0
1164	5	20	1
1165	6	1	0
1166	2	2	0
1167	3	7	0
1168	5	7	0
1169	5	4	0
1170	2	10	0
1171	6	5	0
1172	2	13	0
1173	3	11	0
1174	3	14	0
1175	4	11	1
1176	2	14	1
1177	6	14	0
1178	2	19	0
1179	1	15	0
1180	2	12	0
1181	4	3	0
1182	6	20	0
1183	2	6	0
1184	5	20	0
1185	5	3	0
1186	6	7	0
1187	3	20	0
1188	3	1	0
1189	5	4	0
1190	5	2	0
1191	6	20	0
1192	6	4	0
1193	4	3	0
1194	6	9	1
1195	4	4	0
1196	4	14	0
1197	6	14	0
1198	6	20	1
1199	3	4	0
1200	4	25	0
1201	3	37	0
1202	4	36	1
1203	5	22	1
1204	6	32	0
1205	6	23	1
1206	6	21	0
1207	2	34	1
1208	4	35	0
1209	2	27	0
1210	2	28	1
1211	1	38	1
1212	4	34	0
1213	4	39	0
1214	6	30	0
1215	1	21	0
1216	5	29	0
1217	3	21	0
1218	2	33	1
1219	5	40	1
1220	2	21	1
1221	4	23	0
1222	2	27	0
1223	5	28	0
1224	1	30	0
1225	2	29	1
1226	1	40	1
1227	6	29	0
1228	3	25	0
1229	1	40	0
1230	3	38	0
1231	6	36	0
1232	2	23	0
1233	3	39	0
1234	5	31	0
1235	3	33	0
1236	1	35	0
1237	6	23	0
1238	1	22	0
1239	5	35	1
1240	6	39	0
1241	3	35	0
1242	3	30	0
1243	6	38	0
1244	1	22	0
1245	3	39	1
1246	3	40	0
1247	4	32	1
1248	2	22	0
1249	3	27	0
1250	6	38	0
1251	4	30	1
1252	2	28	0
1253	4	29	0
1254	6	27	0
1255	6	38	0
1256	1	36	0
1257	3	32	0
1258	2	33	0
1259	3	22	0
1260	3	35	0
1261	5	39	0
1262	5	28	0
1263	6	31	0
1264	1	37	0
1265	4	32	0
1266	6	33	0
1267	2	38	0
1268	4	31	0
1269	4	31	0
1270	4	25	0
1271	4	27	0
1272	4	38	0
1273	4	22	1
1274	4	34	0
1275	4	39	0
1276	5	23	0
1277	3	38	0
1278	1	21	0
1279	2	23	1
1280	3	32	1
1281	1	39	0
1282	1	40	0
1283	3	30	1
1284	3	26	0
1285	1	23	0
1286	4	25	0
1287	3	25	1
1288	6	30	1
1289	4	26	0
1290	5	36	0
1291	1	36	0
1292	3	34	0
1293	4	38	0
1294	3	37	0
1295	5	40	0
1296	1	24	0
1297	3	22	1
1298	5	30	1
1299	1	31	0
1300	1	40	0
1301	2	21	0
1302	2	39	0
1303	6	39	0
1304	3	24	0
1305	5	26	1
1306	6	38	0
1307	4	29	1
1308	2	24	0
1309	1	34	0
1310	4	31	0
1311	1	37	0
1312	3	24	0
1313	1	29	0
1314	5	39	0
1315	2	28	0
1316	5	37	0
1317	5	26	0
1318	6	25	0
1319	2	38	1
1320	6	36	0
1321	2	34	0
1322	4	21	0
1323	1	35	1
1324	3	38	0
1325	2	38	0
1326	2	24	0
1327	2	24	0
1328	2	29	0
1329	2	32	0
1330	5	23	0
1331	5	26	1
1332	5	37	0
1333	3	25	1
1334	5	31	0
1335	6	21	1
1336	5	26	1
1337	2	22	0
1338	2	27	0
1339	2	33	0
1340	2	34	0
1341	2	33	1
1342	1	25	0
1343	6	36	1
1344	2	38	0
1345	1	25	1
1346	1	22	0
1347	5	31	1
1348	5	22	1
1349	6	36	0
1350	1	32	0
1351	3	31	0
1352	3	23	0
1353	2	22	0
1354	5	40	0
1355	5	27	1
1356	3	35	0
1357	3	35	1
1358	1	31	0
1359	1	30	0
1360	1	22	0
1361	2	36	0
1362	5	22	0
1363	2	33	0
1364	3	21	1
1365	4	29	0
1366	1	31	0
1367	1	35	0
1368	2	32	0
1369	3	38	0
1370	5	26	0
1371	5	34	1
1372	2	25	0
1373	2	37	1
1374	6	24	0
1375	1	33	0
1376	3	37	0
1377	3	39	0
1378	4	33	0
1379	4	21	0
1380	6	39	0
1381	6	36	1
1382	1	24	1
1383	4	33	0
1384	6	21	1
1385	5	33	1
1386	3	28	0
1387	2	26	0
1388	1	32	1
1389	3	22	0
1390	2	35	0
1391	2	29	1
1392	2	24	0
1393	5	22	1
1394	6	33	1
1395	4	31	1
1396	2	35	0
1397	2	32	1
1398	1	40	0
1399	6	30	0
1400	4	57	0
1401	2	50	0
1402	2	48	1
1403	6	54	0
1404	3	52	0
1405	1	41	0
1406	2	48	0
1407	1	53	0
1408	5	43	0
1409	2	60	0
1410	1	57	1
1411	4	53	0
1412	3	56	1
1413	3	46	0
1414	3	56	0
1415	3	47	0
1416	5	59	0
1417	4	46	0
1418	4	41	0
1419	3	54	1
1420	4	47	0
1421	1	56	0
1422	3	46	0
1423	5	60	0
1424	3	49	0
1425	6	57	0
1426	1	50	0
1427	3	53	0
1428	6	58	1
1429	2	48	0
1430	6	47	0
1431	5	41	1
1432	5	58	0
1433	3	42	0
1434	5	52	0
1435	6	47	0
1436	2	59	0
1437	6	53	0
1438	3	57	0
1439	5	42	0
1440	6	58	1
1441	1	55	0
1442	2	41	0
1443	4	42	0
1444	5	59	1
1445	1	60	0
1446	5	43	0
1447	1	52	0
1448	3	55	1
1449	4	59	0
1450	2	50	0
1451	2	42	0
1452	5	53	0
1453	4	52	0
1454	3	46	0
1455	4	43	0
1456	4	60	1
1457	1	56	1
1458	4	49	0
1459	5	51	0
1460	3	57	0
1461	2	59	0
1462	3	44	0
1463	1	58	0
1464	1	50	0
1465	6	58	0
1466	5	45	1
1467	5	44	0
1468	2	50	0
1469	5	56	0
1470	2	41	0
1471	2	60	0
1472	6	43	0
1473	1	47	1
1474	3	41	0
1475	3	50	0
1476	5	51	1
1477	4	42	0
1478	5	55	1
1479	2	55	0
1480	4	42	0
1481	5	44	0
1482	3	57	1
1483	5	52	1
1484	1	55	0
1485	3	56	0
1486	1	47	0
1487	2	45	0
1488	4	41	0
1489	5	60	0
1490	2	50	0
1491	3	52	0
1492	5	54	0
1493	5	43	1
1494	3	53	0
1495	4	51	0
1496	2	49	0
1497	5	50	0
1498	5	52	0
1499	5	42	0
1500	3	45	0
1501	1	44	0
1502	3	41	0
1503	2	49	0
1504	1	52	0
1505	2	49	0
1506	3	58	0
1507	3	43	1
1508	4	55	0
1509	6	60	0
1510	5	53	0
1511	3	56	1
1512	5	48	0
1513	4	52	0
1514	3	50	0
1515	2	52	0
1516	3	44	0
1517	1	55	0
1518	3	48	0
1519	1	48	0
1520	4	43	0
1521	3	54	0
1522	1	44	0
1523	4	50	0
1524	5	58	1
1525	2	58	0
1526	5	54	1
1527	3	52	0
1528	5	43	0
1529	2	56	1
1530	1	42	0
1531	4	60	0
1532	3	43	1
1533	3	53	0
1534	1	54	0
1535	6	50	0
1536	3	45	0
1537	6	53	1
1538	2	55	1
1539	4	49	1
1540	1	60	0
1541	5	53	0
1542	4	50	0
1543	1	56	0
1544	5	53	0
1545	6	43	0
1546	6	52	0
1547	6	50	0
1548	6	48	0
1549	4	60	0
1550	1	49	1
1551	2	48	0
1552	6	51	1
1553	5	58	0
1554	5	41	0
1555	5	56	0
1556	4	52	0
1557	5	42	0
1558	6	57	1
1559	1	49	0
1560	1	42	0
1561	2	41	0
1562	4	51	1
1563	5	50	0
1564	5	47	1
1565	1	59	1
1566	5	46	0
1567	3	52	1
1568	4	48	0
1569	1	49	0
1570	4	59	1
1571	5	45	0
1572	2	56	0
1573	6	47	0
1574	3	55	1
1575	2	49	0
1576	3	56	0
1577	1	60	1
1578	4	46	1
1579	5	56	0
1580	4	51	0
1581	6	56	0
1582	4	41	0
1583	5	45	0
1584	1	52	0
1585	4	50	0
1586	3	49	0
1587	2	53	0
1588	2	51	0
1589	1	45	0
1590	6	45	0
1591	4	56	0
1592	3	56	0
1593	4	48	0
1594	3	43	0
1595	3	51	0
1596	6	53	1
1597	5	50	1
1598	6	41	1
1599	4	60	0
1600	1	74	0
1601	6	71	0
1602	6	72	1
1603	5	65	0
1604	1	69	0
1605	3	78	0
1606	3	69	0
1607	2	61	0
1608	3	65	0
1609	6	70	0
1610	6	76	1
1611	3	67	0
1612	4	78	0
1613	1	68	0
1614	3	65	0
1615	6	79	0
1616	6	74	0
1617	4	68	1
1618	3	73	0
1619	4	65	0
1620	1	77	1
1621	4	61	1
1622	3	76	1
1623	5	63	0
1624	5	61	0
1625	2	62	0
1626	2	73	0
1627	4	67	0
1628	2	70	0
1629	4	69	0
1630	5	71	0
1631	1	78	0
1632	3	78	0
1633	4	62	0
1634	1	64	0
1635	2	75	0
1636	2	63	0
1637	2	77	0
1638	3	78	0
1639	3	73	0
1640	1	74	1
1641	4	68	0
1642	5	80	0
1643	5	61	0
1644	2	61	0
1645	6	74	0
1646	3	71	1
1647	3	66	0
1648	2	69	0
1649	3	69	0
1650	2	61	0
1651	4	76	0
1652	2	71	0
1653	6	66	1
1654	2	70	0
1655	3	67	0
1656	4	64	0
1657	3	78	1
1658	3	65	1
1659	6	71	1
1660	3	80	1
1661	6	74	0
1662	5	70	1
1663	4	80	1
1664	2	65	1
1665	2	67	0
1666	6	70	1
1667	6	74	0
1668	3	70	0
1669	3	63	0
1670	6	77	0
1671	3	66	0
1672	3	62	0
1673	3	62	0
1674	3	79	0
1675	2	67	1
1676	1	76	0
1677	5	79	1
1678	1	70	0
1679	5	66	0
1680	5	79	1
1681	6	75	0
1682	1	75	1
1683	6	70	1
1684	3	72	0
1685	3	66	1
1686	1	67	1
1687	4	78	0
1688	1	78	0
1689	4	72	0
1690	2	64	0
1691	2	72	0
1692	5	61	0
1693	3	76	0
1694	5	75	0
1695	5	72	0
1696	6	74	0
1697	1	76	1
1698	1	73	0
1699	4	77	1
1700	1	80	0
1701	3	78	0
1702	6	74	0
1703	3	78	0
1704	4	61	0
1705	5	76	0
1706	2	65	1
1707	1	73	1
1708	4	79	0
1709	4	66	1
1710	3	68	1
1711	6	67	0
1712	4	64	0
1713	4	79	0
1714	3	68	0
1715	5	61	0
1716	4	67	0
1717	5	80	1
1718	5	63	0
1719	6	62	1
1720	5	78	0
1721	5	75	0
1722	2	62	0
1723	1	70	0
1724	3	64	1
1725	3	62	0
1726	5	70	0
1727	3	68	1
1728	3	61	0
1729	5	79	0
1730	4	75	0
1731	3	66	0
1732	4	62	0
1733	5	70	0
1734	1	64	0
1735	1	61	0
1736	6	61	0
1737	5	62	1
1738	1	77	0
1739	5	67	0
1740	1	73	0
